0	Cloisonnement : compte(clé) dédiée à cette seule ressource	Le mécanisme de cloisonnement permet de compartimenter un environnement d’exécution en plusieurs parties ne comportant pas les mêmes éléments et ne bénéficiant  ni des mêmes droits ni des mêmes ressources	L’avantage d’une telle démarche tient dans la possibilité de restreindre chaque partie de l’environnement aux actions dont elle a besoin.\
\
	2022-01-14 12:37:35	1	11	0	0	\N	0	81
0	Politique de Protection des Données clients, prospects, contacts	Charte engageant l'organisme envers ses clients, prospects et contacts pour la sécurité et la confidentialité de leurs DCP et l'octroi de leur droits 		2022-01-14 12:37:35	1	8	0	0	\N	0	83
0	L'authentification est soumise à une politique de complexité	La gestion des identifiants est conforme aux préconisations : complexe, unique, stocké avec chiffrement	Chaque personnel dispose de son accès individuel au support de données, ce qui lui octroie des droits sur les traitements	2022-01-14 12:37:35	3	1	0	0	\N	0	84
0	Protection de la base de données par le chiffrement	Les enregistrement de la base sont illisibles sans le logiciel ou la clé permettant le déchiffrement		2022-01-14 12:37:35	3	2	0	0	\N	0	85
0	DPO désigné	Le Délégué à la Protection des Données (DPO) veille à la conformité de son organisme au regard de la réglementation applicable en matière de protection des données personnelles		2022-01-14 12:37:35	1	8	0	0	\N	0	86
0	Flux chiffrés de bout en bout	Le chiffrement des canaux de communication à l’aide de protocoles et de clés protège la confidentialité des échanges pour les services en ligne		2022-01-14 12:37:35	3	9	0	0	\N	0	190
0	Filtrage par droits d'accès (attribués par groupe ou individuellement)	Un profil correspond à un ensemble de droits, qu’il est possible de paramétrer très finement pour définir quelles informations sont accessibles et quelles actions son possibles (lire, modifier, copier, imprimer...)	Le compte octroyé ou le matériel confié pour se connecter au réseau, aux fichiers, à l'application est documenté et approuvé par l'organisme (utilisateurs, informations permises à l'accès, actions autorisées)	2022-01-14 12:37:35	1	11	0	0	\N	0	191
0	Accès aux données via le réseau local	Le poste de l'utilisateur doit être connecté au réseau réseau local (en direct, via VPN, RDP) ou l'utilisateur prend la main à distance sur un tel poste		2022-01-14 12:37:35	1	7	0	0	\N	0	192
0	Stockage (pièce, armoire, tiroir) fermé à clé	L'accès aux documents ou au support numérique nécessite une clé ou un code afin que seules les personnes habilitées puissent y accéder		2022-01-14 12:37:35	2	10	0	0	\N	0	193
0	Anonymisation de la transaction	Une fois la transaction validée, les données sont anonymisées		2022-01-14 12:37:35	3	2	0	0	\N	0	194
0	PSSI mis en oeuvre	Plan de Sécurité des Systèmes d'Information ou pour la santé un PAS (Plan d'assurances sécurité)doit être rédigé : les mesures de sécurité et de protection sont normalisées, régulièrement auditées et éprouvées\
		2022-01-14 12:37:35	1	8	0	0	\N	0	195
0	Protection physique des accès aux locaux et aux postes informatiques	Mise en œuvre de d'alarmes, serrures et autres contrôles physiques permettant de conditionner l’accès aux locaux, aux supports de données et équipements réseaux		2022-01-14 12:37:35	2	10	0	0	\N	0	196
0	Supervision par un SOC 	L'analyste SOC (security operation center) a pour mission la surveillance du système d'information d'une entreprise au sens large afin de détecter toutes les activités suspectes ou malveillantes.		2022-01-14 12:37:35	1	12	0	0	\N	0	243
0	Alertes sur métriques	Des solutions de monitoring système ou réseau, avec des graphiques et des règles d'alerte ont été paramétrées et un utilisateur formé, afin de remonter des pertes de performances, pannes ou anomalies		2022-01-14 12:37:35	3	12	0	0	\N	0	244
0	Politique de Confidentialité des Cookies	Elle s’impose aux responsables du ou des traitements qui déposent des traceurs soumis au consentement en application de l’article 82 de la loi Informatique et Libertés		2022-01-14 12:37:35	1	8	0	0	\N	0	245
0	Outil de gestion des cookies	Les internautes doivent être informés et donner leur consentement préalablement au dépôt et à la lecture de certains traceurs, tandis que d’autres sont dispensés du recueil de ce consentement		2022-01-14 12:37:35	3	11	0	0	\N	0	246
0	Données stockées dans une infrastructure SaaS	Le stockage est hors de l'organisme, les mesures physiques sont garanties par un prestataire (Datacenter, SaaS..)	"Centre de données" : infrastructure composée d’un réseau d’ordinateurs et d’espaces de stockage pour organiser, traiter, stocker et entreposer de grandes quantités de données.\
Les sites sont protégés par des normes spécifiques (SOC1, SOC 2, à minima ISO 27001)	2022-01-14 12:37:35	1	7	0	0	\N	0	248
0	Broyage en cas de fin de vie des documents papiers	Le destructeur garantie que les documents ou archives papiers ne puissent être divulgués par négligence ou par malveillance après leur utilisation		2022-01-14 12:37:35	2	4	0	0	\N	0	249
0	Protection des documents par le chiffrement	Les documents sont taggués lors de leur création ce qui entraine leur chiffrement lors de l'enregistrement et détermine les droits d'accès. 	Assure l’intégrité, l’authenticité, la confidentialité et la traçabilité du document	2022-01-14 12:37:35	3	2	0	0	\N	0	309
0	Isolation des données : configuration du partage de fichiers	Organisation des ressources de manière à ce que les objets ayant les mêmes exigences de sécurité se trouvent dans les mêmes dossiers		2022-01-14 12:37:35	1	11	0	0	\N	0	326
0	Isolation des données : utilisation de canaux dédiés	Organisation des ressources (logicielles, mails, ...) de manière à ce que les données ayant les mêmes exigences de sécurité se trouvent dans une seule application		2022-01-14 12:37:35	1	11	0	0	\N	0	385
0	Protection renforcée des accès aux serveurs et composants du réseau	Les outils et interfaces d’administration critiques sont accessibles aux seules personnes habilitées.		2022-01-14 12:37:35	1	3	0	0	\N	0	386
0	Charte d'utilisation des outils numériques	Charte rédigée à l'attention des employés accédant au système d'information, contraignante car attachée au règlement intérieur		2022-01-14 12:37:35	1	5	0	0	\N	0	387
0	Utilisation d'un VPN	Tunnel d'accès chiffré créant un lien direct entre des ordinateurs distants		2022-01-14 12:37:35	3	9	0	0	\N	0	388
0	Terminaux fixes et mobiles : solution de protection renforcée (EPP, EDR, XDR)	Pour chaque appareil connecté : antivirus , protection du compte, pare-feu et protection réseau, contrôle des applications et du navigateur, sécurité de l'appareil	Des agents sont installés sur les terminaux pour collecter et envoyer les données comportementales à une base de données centrale à des fins d'analyse. Des modèles sont identifiés et les anomalies sont détectées. (log d'utilisateur, lieu géographique, horaires, ..) 	2022-01-14 12:37:35	3	3	0	0	\N	0	389
0	Gardiennage des locaux			2022-01-14 12:37:35	2	10	0	0	\N	0	390
0	Le compte nécessite une authentification multi facteur (MFA)	L’authentification multifacteur est obligatoire : message texte envoyé à un téléphone, appel téléphonique, application ou clé d'authentification		2022-01-14 12:37:35	3	1	0	0	\N	0	391
0	Transmission directe et orale de l'information	L'absence de stockage évite des mesures de protection		2022-01-14 12:37:35	1	4	0	0	\N	0	392
0	Système d'authentification dédié aux partenaires et sous-traitants	Les partenaires et sous-traitants peuvent accéder à l'information qui leur est destinée depuis le système d'information de l'organisme		2022-01-14 12:37:35	1	1	0	0	\N	0	401
0	Politique de sauvegarde normalisée (ANSSI)	La sauvegarde est automatique, supervisée et externalisée. Les flux et le stockage font l'objet d'un chiffrement.	L'externalisation évite une perte simultanée de la sauvegarde et des des données sources. Une violation de données sources ne serait pas préjudiciable.	2022-01-14 12:37:35	1	14	0	0	\N	0	407
0	Salle informatique protégée des catastrophes naturelles	coupe feu, extinction automatique incendie, réseau en étoile, onduleurs		2022-03-31 19:33:58	2	10	0	0	\N	0	851
0	Contrat d'assurance spécifique "sinistre informatique"			2022-03-31 19:34:27	1	6	0	0	\N	0	852
0	Salle informatique protégée contre le vol / vandalisme	Contrôle d'accès sécurisé		2022-03-31 19:36:16	1	10	0	0	\N	0	853
0	Collecte d'évènements relatif au système (logs et journaux)	Le périphérique, le logiciel ou l'application fournit un état continu des événements survenus (pannes, indisponibilité, accès ou action effectuée par les utilisateurs, ...)		2022-06-20 15:42:44	3	13	0	0	\N	0	1095
