PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	110	117
PluginDlteamsRecord	la CNIL a adopté le 17 septembre 2020 des lignes directrices, complétées par une recommandation visant notamment à proposer des exemples de modalités pratiques de recueil du consentement.	\N	0	2023-05-13 00:00:00	111	117
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	112	117
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	114	119
PluginDlteamsRecord	CNIL La prospection commerciale\
CNIL referentiel-gestion-commerciale.pdf\
\
	\N	0	2023-05-13 00:00:00	115	119
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	114	120
PluginDlteamsRecord	CNIL La prospection commerciale\
CNIL referentiel-gestion-commerciale.pdf\
\
	\N	0	2023-05-13 00:00:00	115	120
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	110	121
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	117	121
PluginDlteamsRecord	L'intérêt doit être licite au regard du droit, clair, précis, réel et présent pour l'organisme. Sauf exception, cette base juridique ne devrait pas s'appliquer aux traitements effectués par des autorités publiques dans l'accomplissement de leurs missions.	\N	0	2023-05-13 00:00:00	113	122
PluginDlteamsRecord	Il contient les mentions obligatoires relatives à l'objet, à la durée de conservation et purge, aux finalités, à la nature du traitement, au type de données à caractère personnel et aux catégories de personnes concernées.	\N	0	2023-05-13 00:00:00	116	292
PluginDlteamsRecord	Il contient les mentions obligatoires relatives à l'objet, à la durée de conservation et purge, aux finalités, à la nature du traitement, au type de données à caractère personnel et aux catégories de personnes concernées.	\N	0	2023-05-13 00:00:00	116	293
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	272	293
PluginDlteamsRecord	Il contient les mentions obligatoires relatives à l'objet, à la durée de conservation et purge, aux finalités, à la nature du traitement, au type de données à caractère personnel et aux catégories de personnes concernées.	\N	0	2023-05-13 00:00:00	116	297
PluginDlteamsRecord	Il contient les mentions obligatoires relatives à l'objet, à la durée de conservation et purge, aux finalités, à la nature du traitement, au type de données à caractère personnel et aux catégories de personnes concernées.	\N	0	2023-05-13 00:00:00	116	298
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	272	298
PluginDlteamsRecord	L'intérêt doit être licite au regard du droit, clair, précis, réel et présent pour l'organisme. Sauf exception, cette base juridique ne devrait pas s'appliquer aux traitements effectués par des autorités publiques dans l'accomplissement de leurs missions.	\N	0	2023-05-13 00:00:00	113	299
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	278	299
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	268	300
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	280	300
PluginDlteamsRecord	L'intérêt doit être licite au regard du droit, clair, précis, réel et présent pour l'organisme. Sauf exception, cette base juridique ne devrait pas s'appliquer aux traitements effectués par des autorités publiques dans l'accomplissement de leurs missions.	\N	0	2023-05-13 00:00:00	113	425
PluginDlteamsRecord	Le code de la propriété intellectuelle est un document du droit français, créé par la loi nᵒ 92-597 du 1ᵉʳ juillet 1992 relative au code de la propriété intellectuelle, publié au Journal officiel du 3 juillet 1992.	\N	0	2023-05-13 00:00:00	287	425
PluginDlteamsRecord	Il contient les mentions obligatoires relatives à l'objet, à la durée de conservation et purge, aux finalités, à la nature du traitement, au type de données à caractère personnel et aux catégories de personnes concernées.	\N	0	2023-05-13 00:00:00	116	301
PluginDlteamsRecord	Code civil protection de l’intimité de la vie privée	\N	0	2023-05-13 00:00:00	260	301
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	282	301
PluginDlteamsRecord	BDES : décret n°2013-1305	\N	0	2023-05-13 00:00:00	262	301
PluginDlteamsRecord	Accord écrit qui traite des conditions d'emploi, de formation et de travail des salariés ainsi que de leurs garanties sociales. Elle adapte les règles du Code du travail à un secteur donné, en fonction de ses spécificités.	\N	0	2023-05-13 00:00:00	283	301
PluginDlteamsRecord	Code civil protection de l’intimité de la vie privée	\N	0	2023-05-13 00:00:00	260	302
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	263	302
PluginDlteamsRecord	Accord écrit qui traite des conditions d'emploi, de formation et de travail des salariés ainsi que de leurs garanties sociales. Elle adapte les règles du Code du travail à un secteur donné, en fonction de ses spécificités.	\N	0	2023-05-13 00:00:00	283	302
PluginDlteamsRecord	BDES : décret n°2013-1305	\N	0	2023-05-13 00:00:00	262	302
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	114	118
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	110	119
PluginDlteamsRecord	L'intérêt doit être licite au regard du droit, clair, précis, réel et présent pour l'organisme. Sauf exception, cette base juridique ne devrait pas s'appliquer aux traitements effectués par des autorités publiques dans l'accomplissement de leurs missions.	\N	0	2023-05-13 00:00:00	113	118
PluginDlteamsRecord	Il contient les mentions obligatoires relatives à l'objet, à la durée de conservation et purge, aux finalités, à la nature du traitement, au type de données à caractère personnel et aux catégories de personnes concernées.	\N	0	2023-05-13 00:00:00	116	286
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	269	286
PluginDlteamsRecord	https://www.economie.gouv.fr/dgccrf/Publications/Vie-pratique/Fiches-pratiques/E-commerce-regles-applicables-au-commerce-electronique	\N	0	2023-05-13 00:00:00	267	286
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	110	285
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	266	285
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	272	295
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	110	291
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	274	291
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	281	300
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	263	303
PluginDlteamsRecord	Code civil protection de l’intimité de la vie privée	\N	0	2023-05-13 00:00:00	260	303
PluginDlteamsRecord	BDES : décret n°2013-1305	\N	0	2023-05-13 00:00:00	262	303
PluginDlteamsRecord	L'intérêt doit être licite au regard du droit, clair, précis, réel et présent pour l'organisme. Sauf exception, cette base juridique ne devrait pas s'appliquer aux traitements effectués par des autorités publiques dans l'accomplissement de leurs missions.	\N	0	2023-05-13 00:00:00	113	283
PluginDlteamsRecord	Code civil protection de l’intimité de la vie privée	\N	0	2023-05-13 00:00:00	260	283
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	261	283
PluginDlteamsRecord	BDES : décret n°2013-1305	\N	0	2023-05-13 00:00:00	262	283
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	441	486
PluginDlteamsRecord	Il est interdit à toute autre personne que les destinataires, d’écouter, surveiller, intercepter,  stocker, détourner, retarder ou divulguer les communications, sauf consentement préalable ou autorisation légale. 	\N	0	2023-05-13 00:00:00	119	122
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	270	292
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	271	292
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	268	288
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	270	288
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	271	288
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	270	287
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	271	287
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	271	286
PluginDlteamsRecord		\N	0	2023-05-13 00:00:00	273	297
